customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,monthly_charge_group,avg_monthly_spend,service_count,has_security,has_support,is_new_customer,is_high_value_customer,is_month_to_month,contract_length_months,is_new_month_to_month,is_high_charge_no_support
1091-SOZGA,Female,No,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,No,49-60,High,98.49017857142857,5,False,False,False,True,False,12,False,True
2928-HLDBA,Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,No,0-12,Low,18.791666666666668,1,False,False,True,False,True,1,True,False
0404-SWRVG,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,0-12,Medium,76.51666666666667,2,False,False,True,True,True,1,True,True
6497-TILVL,Female,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,No,0-12,Medium,50.050000000000004,2,True,False,True,False,True,1,True,False
7219-TLZHO,Female,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,No,0-12,Low,15.725,1,False,False,True,False,True,1,True,False
4622-YNKIJ,Male,No,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,No,25-48,High,91.7469696969697,4,True,True,False,True,False,24,False,False
4412-YLTKF,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,25-48,Medium,79.0925925925926,3,False,False,False,True,True,1,False,True
6734-PSBAW,Male,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,61-72,Low,23.94375,2,False,False,False,False,False,24,False,False
3930-ZGWVE,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,0-12,Low,19.75,1,False,False,True,False,True,1,True,False
2639-UGMAZ,Male,Yes,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,61-72,Medium,56.131690140845066,4,True,False,False,False,False,12,False,False
2876-GZYZC,Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,13-24,High,93.51153846153846,3,False,False,False,True,True,1,False,True
6207-WIOLX,Female,No,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,25-48,Medium,60.106,5,True,False,False,False,True,1,False,False
8587-XYZSF,Male,No,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,61-72,Medium,48.65820895522388,2,False,True,False,False,False,24,False,False
3091-FYHKI,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,0-12,Low,35.45,1,False,False,True,False,True,1,True,False
2372-HWUHI,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,0-12,Low,40.625,1,False,False,True,False,True,1,True,False
7799-LGRDP,Female,No,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,No,25-48,Low,27.632558139534886,2,False,False,False,False,False,24,False,False
7850-VWJUU,Female,No,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,13-24,Medium,77.32608695652173,2,True,False,False,True,True,1,False,True
3774-VBNXY,Female,No,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,No,61-72,Low,19.96484375,1,False,False,False,False,False,24,False,False
6217-KDYWC,Male,No,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,No,49-60,Low,20.5359649122807,1,False,False,False,False,False,24,False,False
0390-DCFDQ,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,0-12,Medium,70.45,1,False,False,True,True,True,1,True,True
3146-MSEGF,Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,61-72,High,89.24513888888889,8,True,True,False,True,False,24,False,False
4080-OGPJL,Female,No,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,0-12,Medium,70.45625,5,True,True,True,True,True,1,True,False
1095-WGNGG,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,61-72,High,97.88934426229508,5,False,False,False,True,False,24,False,True
2636-SJDOU,Male,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,61-72,High,82.64140625,4,True,False,False,True,False,12,False,True
1131-QQZEB,Male,Yes,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,No,61-72,Low,24.735211267605635,2,False,False,False,False,False,24,False,False
5716-EZXZN,Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,61-72,High,98.71846153846154,6,True,True,False,True,False,24,False,False
6837-BJYDQ,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,No,0-12,Low,20.45,1,False,False,True,False,False,12,False,False
2135-RXIHG,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,0-12,Low,45.65,1,False,False,True,False,True,1,True,False
6440-DKQGE,Male,No,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,25-48,Medium,64.33166666666666,4,False,False,False,False,False,12,False,False
3466-BYAVD,Male,No,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,13-24,Medium,71.42666666666668,5,False,True,False,False,True,1,False,False
3780-YVMFA,Female,No,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,0-12,Medium,70.54375,4,False,True,True,False,True,1,True,False
3874-EQOEP,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,0-12,High,93.64285714285714,4,False,False,True,True,True,1,True,True
1679-JRFBR,Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,61-72,High,113.29357142857143,7,True,False,False,True,False,12,False,True
9073-ZZIAY,Male,No,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,61-72,High,84.11693548387096,7,True,True,False,True,False,24,False,False
3077-RSNTJ,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,No,0-12,Low,18.916666666666668,1,False,False,True,False,True,1,True,False
6551-GNYDG,Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,13-24,Medium,82.34285714285714,2,False,False,False,True,True,1,False,True
9167-APMXZ,Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,13-24,High,82.81590909090909,3,False,False,False,True,True,1,False,True
2749-CTKAJ,Male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,No,13-24,Low,19.086363636363636,1,False,False,False,False,False,12,False,False
6371-NZYEG,Male,No,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,No,13-24,Medium,64.0,4,True,False,False,False,False,24,False,False
7554-NEWDD,Male,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,No,0-12,Low,25.16,2,False,False,True,False,False,24,False,False
8992-VONJD,Female,No,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,No,13-24,Medium,58.81153846153846,3,True,False,False,False,True,1,False,False
0867-MKZVY,Female,No,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,13-24,Medium,79.61749999999999,3,True,False,False,True,True,1,False,True
4482-EWFMI,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,0-12,Medium,67.6,1,False,False,True,False,True,1,True,False
4648-YPBTM,Male,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,49-60,Medium,74.68396226415095,6,False,True,False,True,False,24,False,False
2907-ILJBN,Female,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,No,0-12,Low,21.263636363636365,1,False,False,True,False,False,12,False,False
6345-FZOQH,Male,No,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,No,61-72,Low,19.76014492753623,1,False,False,False,False,False,24,False,False
3376-BMGFE,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,0-12,Medium,68.25,1,False,False,True,True,True,1,True,True
5997-OPVFA,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,61-72,High,86.86736111111111,8,True,True,False,True,False,24,False,False
3445-HXXGF,Male,Yes,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,49-60,Low,45.710344827586205,3,False,False,False,False,True,1,False,False
1159-WFSGR,Female,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,No,13-24,Low,20.0875,1,False,False,False,False,True,1,False,False
7654-YWJUF,Male,No,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,25-48,High,82.30813953488372,4,True,True,False,True,False,12,False,False
1875-QIVME,Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,0-12,High,121.4,6,False,True,True,True,True,1,True,False
6727-IOTLZ,Male,No,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,13-24,Medium,84.41071428571429,6,False,True,False,True,False,24,False,False
0691-JVSYA,Female,No,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,49-60,High,94.3433962264151,4,False,False,False,True,False,12,False,True
5918-VUKWP,Female,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,No,25-48,Low,20.4546875,1,False,False,False,False,False,12,False,False
1744-JHKYS,Female,No,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,No,25-48,Low,22.947058823529414,2,False,False,False,False,True,1,False,False
2656-FMOKZ,Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,13-24,Medium,76.38000000000001,2,False,False,False,True,True,1,False,True
2070-FNEXE,Female,Yes,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,0-12,Medium,71.94285714285715,2,True,False,True,True,True,1,True,True
5947-SGKCL,Female,No,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,13-24,High,103.95,6,False,False,False,True,True,1,False,True
3712-PKXZA,Male,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,No,61-72,Low,20.524590163934427,1,False,False,False,False,False,12,False,False
6317-YPKDH,Female,No,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,0-12,Low,29.95,1,False,False,True,False,True,1,True,False
6582-OIVSP,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,0-12,Low,45.3,1,False,False,True,False,True,1,True,False
9367-WXLCH,Male,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,0-12,High,82.83125,3,False,False,True,True,True,1,True,True
5524-KHNJP,Male,No,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,25-48,Medium,74.34242424242424,5,True,False,False,True,False,12,False,True
1918-ZBFQJ,Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,13-24,Medium,85.51153846153846,3,False,False,False,True,True,1,False,True
1024-GUALD,Female,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,0-12,Low,24.8,0,False,False,True,False,True,1,True,False
4827-USJHP,Male,No,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No,13-24,Medium,51.1925,2,False,False,False,False,True,1,False,False
8167-GJLRN,Male,No,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,No,0-12,Low,27.383333333333336,1,False,True,True,False,True,1,True,False
0956-SYCWG,Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,No,13-24,Low,18.83076923076923,1,False,False,False,False,False,12,False,False
8017-UVSZU,Female,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,25-48,Medium,59.4775,3,False,False,False,False,True,1,False,False
7100-FQPRV,Male,No,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,25-48,Medium,73.79883720930232,5,True,True,False,True,False,12,False,False
2472-OVKUP,Male,No,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,0-12,High,88.5,4,False,False,True,True,True,1,True,True
2984-RGEYA,Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,No,61-72,Low,19.933333333333334,1,False,False,False,False,False,24,False,False
9680-NIAUV,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,61-72,High,112.90694444444445,7,True,False,False,True,False,24,False,True
2146-EGVDT,Male,No,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,No,49-60,Low,20.215254237288136,1,False,False,False,False,False,24,False,False
2604-IJPDU,Female,No,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,13-24,High,95.08250000000001,5,True,True,False,True,True,1,False,False
9178-JHUVJ,Male,No,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,13-24,Low,24.474999999999998,2,False,False,False,False,False,24,False,False
6168-YBYNP,Male,No,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,49-60,High,110.5042372881356,7,False,True,False,True,True,1,False,False
7255-SSFBC,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,61-72,High,111.68958333333333,7,False,True,False,True,False,24,False,False
3645-DEYGF,Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,No,0-12,Low,20.75,1,False,False,True,False,True,1,True,False
9323-HGFWY,Female,No,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,25-48,High,99.30185185185185,5,True,True,False,True,False,12,False,False
8544-GOQSH,Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,13-24,Medium,79.45,3,False,True,False,True,True,1,False,False
3363-DTIVD,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,61-72,High,104.30281690140845,6,True,False,False,True,False,24,False,True
7018-WBJNK,Male,No,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,13-24,Medium,79.53461538461539,2,False,False,False,True,True,1,False,True
9142-KZXOP,Male,No,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,25-48,Medium,67.24886363636364,1,False,False,False,False,True,1,False,False
7674-YTAFD,Female,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,25-48,Medium,81.35909090909091,3,False,True,False,True,False,12,False,False
6348-SNFUS,Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,No,61-72,Medium,58.044444444444444,5,True,True,False,False,False,24,False,False
1285-OKIPP,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,0-12,Medium,79.9,2,False,False,True,True,True,1,True,True
7825-ECJRF,Female,No,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,13-24,High,101.81315789473685,6,True,True,False,True,True,1,False,False
1347-KTTTA,Male,No,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,No,61-72,High,103.9703125,6,False,True,False,True,False,12,False,False
7841-TZDMQ,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,0-12,Low,42.25,1,False,False,True,False,True,1,True,False
4195-NZGTA,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,0-12,Low,25.25,0,False,False,True,False,True,1,True,False
7157-SMCFK,Male,No,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,No,61-72,Low,18.42950819672131,1,False,False,False,False,False,24,False,False
4709-LKHYG,Female,No,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,No,25-48,Low,18.622413793103448,1,False,False,False,False,False,12,False,False
